Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2017,GA,Georgia,Roswell,Census Tract,BRFSS,Health Outcomes,1367284-13121011421,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.5,2.4,2.6,,,2433,"(34.0422979155, -84.3338669573)",HLTHOUT,KIDNEY,1367284,13121011421,Chronic Kidney Disease
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001010321,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,30.6,29.7,31.5,,,979,"(43.6081215402, -116.336938378)",HLTHOUT,HIGHCHOL,1608830,16001010321,High Cholesterol
2017,GA,Georgia,Macon,Census Tract,BRFSS,Prevention,1349000-13021011900,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,78.4,77.5,79.2,,,2167,"(32.8588387246, -83.6519855267)",PREVENT,BPMED,1349000,13021011900,Taking BP Medication
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245010203,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.9,6.1,7.7,,,4047,"(33.4745397942, -82.0768707244)",HLTHOUT,COPD,1304204,13245010203,COPD
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003002004,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.1,2.9,3.2,,,1398,"(21.2789728993, -157.825067387)",HLTHOUT,KIDNEY,15003,15003002004,Chronic Kidney Disease
2017,GA,Georgia,Columbus,City,BRFSS,Health Outcomes,1319000,Stroke among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,4.1,4,4.1,,,189885,"(32.5099614852, -84.8770410586)",HLTHOUT,STROKE,1319000,,Stroke
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003000108,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,34.9,34.3,35.6,,,3264,"(21.2871217614, -157.711001748)",HLTHOUT,HIGHCHOL,15003,15003000108,High Cholesterol
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215002800,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,35.9,34.8,37,,,2107,"(32.4590027716, -84.9509101623)",HLTHOUT,HIGHCHOL,1319000,13215002800,High Cholesterol
2016,GA,Georgia,Macon,Census Tract,BRFSS,Unhealthy Behaviors,1349000-13021013102,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,46.9,45.2,48.3,,,4340,"(32.7942890489, -83.6917195326)",UNHBEH,SLEEP,1349000,13021013102,Sleep <7 hours
2016,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051002000,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,49.7,44.9,54.4,,,1693,"(32.060707163, -81.0889827998)",PREVENT,DENTAL,1369000,13051002000,Dental Visit
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051010802,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,40,"(32.0545764091, -81.3211794171)",HLTHOUT,KIDNEY,1369000,13051010802,Chronic Kidney Disease
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003009608,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,63.4,61.5,65.4,,,5682,"(21.4373306191, -158.12916731)",PREVENT,DENTAL,15003,15003009608,Dental Visit
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003001803,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.7,18.9,20.5,,,3360,"(21.2768297974, -157.821516075)",HLTHOUT,ARTHRITIS,15003,15003001803,Arthritis
2016,ID,Idaho,Nampa,Census Tract,BRFSS,Prevention,1656260-16027020601,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,26.4,22.1,30.9,,,4707,"(43.5833173278, -116.602873996)",PREVENT,COREW,1656260,16027020601,Core preventive services for older women
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215010606,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.6,11.8,13.5,,,1834,"(32.496749783, -84.8645628092)",HLTHOUT,DIABETES,1319000,13215010606,Diabetes
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003004100,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,28.9,25.1,33,,,4504,"(21.3076893875, -157.852571942)",PREVENT,COREM,15003,15003004100,Core preventive services for older men
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051003501,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.6,15.4,17.8,,,2744,"(32.0347575995, -81.084176683)",HLTHOUT,DIABETES,1369000,13051003501,Diabetes
2016,GA,Georgia,Columbus,Census Tract,BRFSS,Prevention,1319000-13215010606,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,81.7,79.2,84.3,,,1834,"(32.496749783, -84.8645628092)",PREVENT,PAPTEST,1319000,13215010606,Pap Smear Test
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Prevention,1368516-13121010108,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,78.4,77.2,79.6,,,3830,"(33.9660198272, -84.2798651498)",PREVENT,BPMED,1368516,13121010108,Taking BP Medication
2017,ID,Idaho,Meridian,Census Tract,BRFSS,Unhealthy Behaviors,1652120-16001010313,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.8,11.1,16.8,,,12255,"(43.5813084062, -116.37902549)",UNHBEH,CSMOKING,1652120,16001010313,Current Smoking
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003005900,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.4,3.3,3.5,,,3353,"(21.3236852725, -157.886866011)",HLTHOUT,CANCER,15003,15003005900,Cancer (except skin)
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003006809,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.3,9.5,11.1,,,5040,"(21.3445461918, -157.90820293)",HLTHOUT,MHLTH,15003,15003006809,Mental Health
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215002000,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,49.2,47.8,50.6,,,3266,"(32.4713533371, -84.9409858716)",HLTHOUT,BPHIGH,1319000,13215002000,High Blood Pressure
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003010701,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.3,8.9,11.8,,,3661,"(21.4104099607, -157.771753872)",UNHBEH,CSMOKING,15003,15003010701,Current Smoking
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051003900,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.7,26.5,28.9,,,3534,"(32.0106975704, -81.0780583191)",HLTHOUT,ARTHRITIS,1369000,13051003900,Arthritis
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003940001,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.7,34.9,36.6,,,4551,"(21.3264113297, -157.693246159)",HLTHOUT,BPHIGH,15003,15003940001,High Blood Pressure
2016,GA,Georgia,Columbus,Census Tract,BRFSS,Prevention,1319000-13215011500,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,53.9,50.9,57,,,5496,"(32.4026845308, -84.9654942339)",PREVENT,COLON_SCREEN,1319000,13215011500,Colorectal Cancer Screening
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003009603,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,26.7,24.1,29.3,,,10289,"(21.4126673038, -158.165747592)",PREVENT,COREM,15003,15003009603,Core preventive services for older men
2016,GA,Georgia,Johns Creek,Census Tract,BRFSS,Prevention,1342425-13121011426,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,63.2,59.1,66.8,,,1154,"(34.0365607891, -84.2419507191)",PREVENT,COLON_SCREEN,1342425,13121011426,Colorectal Cancer Screening
2016,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001002313,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,61.6,59.1,64,,,3993,"(43.6084358588, -116.304227302)",PREVENT,COLON_SCREEN,1608830,16001002313,Colorectal Cancer Screening
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003008405,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.4,21,21.8,,,4664,"(21.3422545274, -158.022017916)",UNHBEH,BINGE,15003,15003008405,Binge Drinking
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003009701,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,4.5,4.8,,,6635,"(21.4747195664, -158.164806153)",HLTHOUT,KIDNEY,15003,15003009701,Chronic Kidney Disease
2017,GA,Georgia,Warner Robins,Census Tract,BRFSS,Health Outcomes,1380508-13153020900,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,39.3,38.3,40.3,,,4181,"(32.612419134, -83.6323427764)",HLTHOUT,BPHIGH,1380508,13153020900,High Blood Pressure
2016,ID,Idaho,Boise City,Census Tract,BRFSS,Unhealthy Behaviors,1608830-16001001500,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.6,26.2,29.1,,,3494,"(43.5948630356, -116.218329034)",UNHBEH,SLEEP,1608830,16001001500,Sleep <7 hours
2016,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051003601,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,84.6,82.3,86.7,,,2316,"(32.0631888928, -81.0526290241)",PREVENT,MAMMOUSE,1369000,13051003601,Mammography
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003010903,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,30.6,27.5,33.8,,,4133,"(21.4003947652, -157.750206072)",PREVENT,COREW,15003,15003010903,Core preventive services for older women
2016,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051010101,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,25.6,20.5,30.9,,,622,"(32.074875253, -81.0752786542)",PREVENT,COREW,1369000,13051010101,Core preventive services for older women
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Prevention,1319000-13215010107,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,13.7,12.3,15.1,,,7265,"(32.5620750779, -84.7903925132)",PREVENT,ACCESS2,1319000,13215010107,Health Insurance
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001002313,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.5,26.7,28.3,,,3993,"(43.6084358588, -116.304227302)",HLTHOUT,BPHIGH,1608830,16001002313,High Blood Pressure
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003009300,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,63.7,61.3,66.2,,,4762,"(21.4986287258, -158.024489391)",PREVENT,DENTAL,15003,15003009300,Dental Visit
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008610,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.5,17.4,19.6,,,1051,"(21.3377041512, -158.121314338)",HLTHOUT,ARTHRITIS,15003,15003008610,Arthritis
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003007504,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.3,5,5.6,,,3171,"(21.3699157938, -157.930755251)",HLTHOUT,CHD,15003,15003007504,Coronary Heart Disease
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003007810,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.9,8.1,9.7,,,5450,"(21.4223805273, -157.911061052)",HLTHOUT,PHLTH,15003,15003007810,Physical Health
2017,GA,Georgia,Warner Robins,Census Tract,BRFSS,Health Outcomes,1380508-13225040102,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.6,11.5,13.7,,,364,"(32.6196226488, -83.7301257294)",HLTHOUT,MHLTH,1380508,13225040102,Mental Health
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003011202,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,5.1,3.4,7.4,,,1609,"(21.3857816853, -157.71332941)",HLTHOUT,TEETHLOST,15003,15003011202,Teeth Loss
2017,ID,Idaho,Meridian,Census Tract,BRFSS,Health Outcomes,1652120-16001010335,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.3,2,2.6,,,18954,"(43.6434512706, -116.437023046)",HLTHOUT,STROKE,1652120,16001010335,Stroke
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Health Outcomes,1368516-13121010212,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,5.1,6.6,,,5440,"(33.9014010067, -84.3869905014)",HLTHOUT,COPD,1368516,13121010212,COPD
2016,GA,Georgia,Columbus,Census Tract,BRFSS,Prevention,1319000-13215002901,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,25.2,21.6,29,,,2878,"(32.4572188291, -84.9347586687)",PREVENT,COREW,1319000,13215002901,Core preventive services for older women
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003009608,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,52,51.1,52.8,,,5682,"(21.4373306191, -158.12916731)",UNHBEH,SLEEP,15003,15003009608,Sleep <7 hours
2017,ID,Idaho,Nampa,Census Tract,BRFSS,Health Outcomes,1656260-16027020501,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.7,2.4,3,,,3066,"(43.5548356137, -116.542108247)",HLTHOUT,STROKE,1656260,16027020501,Stroke
2016,GA,Georgia,Warner Robins,Census Tract,BRFSS,Prevention,1380508-13153020105,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,32.1,26.4,37.6,,,5937,"(32.6414985328, -83.6460807883)",PREVENT,COREM,1380508,13153020105,Core preventive services for older men
2016,GA,Georgia,Warner Robins,Census Tract,BRFSS,Unhealthy Behaviors,1380508-13153021104,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38,36.5,39.4,,,4429,"(32.6066851404, -83.6814795438)",UNHBEH,SLEEP,1380508,13153021104,Sleep <7 hours
2017,GA,Georgia,Macon,Census Tract,BRFSS,Unhealthy Behaviors,1349000-13021013603,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,9,"(32.8096964173, -83.73107944)",UNHBEH,CSMOKING,1349000,13021013603,Current Smoking
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245010510,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.2,3.9,4.4,,,4882,"(33.4099812815, -82.0178078004)",HLTHOUT,KIDNEY,1304204,13245010510,Chronic Kidney Disease
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003007811,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.7,2.5,3,,,4990,"(21.4098743948, -157.894700309)",HLTHOUT,STROKE,15003,15003007811,Stroke
2016,ID,Idaho,Nampa,Census Tract,BRFSS,Health Outcomes,1656260-16027020401,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,21.3,15.4,28.2,,,8251,"(43.586811959, -116.542218289)",HLTHOUT,TEETHLOST,1656260,16027020401,Teeth Loss
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003000112,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,76.2,75.8,76.7,,,5555,"(21.2821597909, -157.699810105)",PREVENT,CHECKUP,15003,15003000112,Annual Checkup
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003003000,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.9,2.7,3.1,,,4321,"(21.3091763443, -157.819554743)",HLTHOUT,KIDNEY,15003,15003003000,Chronic Kidney Disease
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003008924,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,72.3,71.6,72.9,,,7623,"(21.4333745427, -158.039373882)",PREVENT,CHECKUP,15003,15003008924,Annual Checkup
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003007807,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,80.8,78.2,83,,,5405,"(21.3868794968, -157.940078822)",PREVENT,MAMMOUSE,15003,15003007807,Mammography
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Unhealthy Behaviors,1608830-16001002413,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.1,26.6,29.7,,,8245,"(43.6476872906, -116.324567671)",UNHBEH,OBESITY,1608830,16001002413,Obesity
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051010501,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,32,26.6,37.6,,,2941,"(32.0638134436, -81.1583320335)",PREVENT,ACCESS2,1369000,13051010501,Health Insurance
2017,GA,Georgia,Macon,Census Tract,BRFSS,Prevention,1349000-13021013800,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,32.9,28.6,37.3,,,1931,"(32.8448781502, -83.6152766486)",PREVENT,ACCESS2,1349000,13021013800,Health Insurance
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003010505,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.3,21.6,23.1,,,3531,"(21.4265115126, -157.805581278)",UNHBEH,OBESITY,15003,15003010505,Obesity
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215003301,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.3,5.8,6.7,,,1317,"(32.4126106139, -84.9308181793)",HLTHOUT,CHD,1319000,13215003301,Coronary Heart Disease
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003003200,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,35.5,34.9,36.1,,,833,"(21.3229428667, -157.819586379)",HLTHOUT,HIGHCHOL,15003,15003003200,High Cholesterol
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003003900,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,63.8,60.1,67.4,,,655,"(21.3026640114, -157.861860063)",PREVENT,DENTAL,15003,15003003900,Dental Visit
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Unhealthy Behaviors,1608830-16001001400,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.5,14.8,16.3,,,5382,"(43.5971911999, -116.243608913)",UNHBEH,BINGE,1608830,16001001400,Binge Drinking
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245010400,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.6,18.4,20.9,,,3645,"(33.4400927616, -82.0047859838)",HLTHOUT,MHLTH,1304204,13245010400,Mental Health
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215000800,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.6,16.2,19,,,2431,"(32.4983768258, -84.9706380063)",HLTHOUT,MHLTH,1319000,13215000800,Mental Health
